apg,college,draft_year,gp,mp,mpg,player,ppg,rank,rbg,team,ws,ws_48,yrs
,Duke University,1985,,,,Dan Meagher,,126,,CHI,,,
,Houston Baptist University,1985,,,,Matt England,,127,,WSB,,,
,University of Oregon,1985,,,,Chris Harper,,128,,SAS,,,
,University of Virginia,1985,,,,Jim Miller,,129,,UTA,,,
,University of Louisiana at Lafayette,1985,,,,George Almones,,130,,NJN,,,
,University of Nebraska,1985,,,,Curtis Moore,,131,,POR,,,
,University of Texas at Austin,1985,,,,Carlton Cooper,,132,,DAL,,,
,Eastern Michigan University,1985,,,,Vincent Giles,,133,,DET,,,
,Oral Roberts University,1985,,,,Sam Potter,,134,,HOU,,,
,Harvard University,1985,,,,Joe Carrabino,,135,,DEN,,,
,Drake University,1985,,,,Daryl Lloyd,,136,,PHI,,,
,Texas Tech University,1985,,,,Quentin Anderson,,137,,MIL,,,
,"California State University, Fullerton",1985,,,,Tony Neal,,138,,LAL,,,
0.3,La Salle University,1985,99,672,6.8,Ralph Lewis,2.3,139,1.2,BOS,0.0,-0.003,3
,Oral Roberts University,1985,,,,Jeff Acres,,140,,IND,,,
,North Carolina Agricultural and Technical State University,1985,,,,Eric Boyd,,141,,GSW,,,
,Cornell University,1985,,,,Ken Bantum,,142,,NYK,,,
,"University of California, Los Angeles",1985,,,,Gary Maloncon,,143,,LAC,,,
1.0,Alcorn State University,1985,132,1372,10.4,Michael Phelps,3.6,144,1.1,SEA,0.3,.012,3
,Florida State University,1985,,,,Alton Lee Gipson,,145,,SAC,,,
,Harvard University,1985,,,,Bob Ferry,,146,,ATL,,,
,University of North Carolina,1985,,,,Buzz Peterson,,147,,CLE,,,
0.7,,1985,49,772,15.8,Georgi Glouchkov,4.9,148,3.3,PHO,-0.5,-0.029,1
,University of Maryland,1985,,,,Jeff Adkins,,149,,CHI,,,
,University of Detroit Mercy,1985,,,,Keith Gray,,150,,WSB,,,
,University of Texas at San Antonio,1985,,,,Mike Wacker,,151,,UTA,,,
,Virginia Polytechnic Institute and State University,1985,,,,Al Young,,152,,SAS,,,
,Albertson College of Idaho,1985,,,,Mark Owen,,153,,POR,,,
,Villanova University,1985,,,,Gary McLain,,154,,NJN,,,
,"University of Nevada, Las Vegas",1985,,,,Ed Catchings,,155,,DAL,,,
,"University of Nevada, Las Vegas",1985,,,,Frank James,,156,,DET,,,
,Marshall University,1985,,,,Don Turney,,157,,IND,,,
,University of Arizona,1985,,,,Eddie Smith,,158,,DEN,,,
,Bucknell University,1985,,,,Jaye Andrews,,159,,PHI,,,
2.6,American International College,1985,732,18654,25.5,Mario Elie,8.6,160,2.8,MIL,48.9,.126,11
,College of William & Mary,1985,,,,Keith Cleplicki,,161,,LAL,,,
,Rutgers University,1985,,,,Chris Remly,,162,,BOS,,,
3.7,University of North Carolina,1986,548,20029,36.5,Brad Daugherty,19.0,1,9.5,CLE,65.2,.156,8
,University of Maryland,1986,,,,Len Bias,,2,,BOS,,,
0.3,North Carolina State University,1986,72,645,9.0,Chris Washburn,3.1,3,2.4,GSW,-0.6,-0.046,2
2.8,Auburn University,1986,943,28941,30.7,Chuck Person,14.7,4,5.1,IND,38.9,.065,13
0.7,University of Kentucky,1986,448,9050,20.2,Kenny Walker,7.0,5,4.0,NYK,17.9,.095,7
0.5,University of Memphis,1986,238,2514,10.6,William Bedford,4.1,6,2.4,PHO,0.9,.017,6
1.0,University of Michigan,1986,280,7476,26.7,Roy Tarpley,12.6,7,10.0,DAL,19.8,.127,6
3.9,Miami University,1986,1009,31199,30.9,Ron Harper,13.8,8,4.3,CLE,65.8,.101,15
1.1,Ohio State University,1986,398,7154,18.0,Brad Sellers,6.3,9,2.7,CHI,9.8,.066,6
5.5,Duke University,1986,541,14859,27.5,Johnny Dawkins,11.1,10,2.5,SAS,21.8,.070,9
1.2,Georgia Institute of Technology,1986,748,16524,22.1,John Salley,7.0,11,4.5,DET,41.5,.121,11
2.9,Louisiana State University,1986,435,10952,25.2,John Williams,10.1,12,5.1,WSB,19.9,.087,8
3.8,Syracuse University,1986,194,4044,20.8,Pearl Washington,8.6,13,1.9,NJN,1.9,.023,3
1.4,St. John's University,1986,205,4863,23.7,Walter Berry,14.1,14,4.7,POR,8.2,.081,3
1.8,Virginia Polytechnic Institute and State University,1986,1083,23549,21.7,Dell Curry,11.7,15,2.4,UTA,41.5,.085,16
0.7,Saint Joseph's University,1986,69,422,6.1,Maurice Martin,3.0,16,0.9,DEN,-0.3,-0.033,2
2.1,Villanova University,1986,299,6802,22.7,Harold Pressley,9.0,17,4.5,SAC,10.0,.070,4
1.1,Duke University,1986,325,5500,16.9,Mark Alarie,7.5,18,3.4,DEN,8.4,.073,5
1.7,University of Louisville,1986,300,6697,22.3,Billy Thompson,8.6,19,5.4,ATL,9.6,.069,6
1.7,University of Alabama,1986,505,11849,23.5,Buck Johnson,9.1,20,3.5,HOU,20.8,.084,7
0.7,"University of Nevada, Las Vegas",1986,164,1704,10.4,Anthony Jones,3.6,21,1.3,WSB,0.8,.022,3
6.5,Michigan State University,1986,600,16789,28.0,Scott Skiles,11.1,22,2.5,MIL,30.4,.087,10
,University of Notre Dame,1986,,,,Ken Barlow,,23,,LAL,,,
2.1,,1986,470,11375,24.2,Arvydas Sabonis,12.0,24,7.3,POR,47.3,.200,7
6.7,Georgia Institute of Technology,1986,722,21560,29.9,Mark Price,15.2,25,2.6,DAL,71.1,.158,12
0.4,University of Kansas,1986,474,4241,8.9,Greg Dreiling,2.1,26,2.1,IND,4.0,.045,10
1.8,Southeastern Oklahoma State University,1986,911,28839,31.7,Dennis Rodman,7.3,27,13.1,DET,89.8,.150,14
1.2,University of Montana,1986,420,9097,21.7,Larry Krystkowiak,8.2,28,4.9,CHI,15.6,.082,9
1.5,University of Richmond,1986,1159,28435,24.5,Johnny Newman,11.0,29,2.2,CLE,50.3,.085,16
6.1,North Carolina State University,1986,796,20462,25.7,Nate McMillan,5.9,30,4.0,SEA,50.2,.118,12
,University of Georgia,1986,,,,Joe Ward,,31,,PHO,,,
0.0,University of Georgia,1986,8,16,2.0,Cedric Henderson,1.4,32,1.0,ATL,0.0,-0.015,1
0.9,Eastern Illinois University,1986,684,17462,25.5,Kevin Duckworth,11.8,33,5.8,SAS,24.7,.068,11
0.4,"University of California, Irvine",1986,69,636,9.2,Johnny Rogers,3.6,34,1.5,SAC,0.4,.032,2
1.4,University of Louisville,1986,53,496,9.4,Milt Wagner,4.1,35,0.7,DAL,0.4,.039,2
,University of Alabama at Birmingham,1986,,,,Steve Mitchell,,36,,WSB,,,
,North Carolina State University,1986,,,,Parragiotis Fasoulas,,37,,POR,,,
,DePaul University,1986,,,,Lemone Lampley,,38,,SEA,,,
0.9,Syracuse University,1986,379,5697,15.0,Rafael Addison,5.8,39,2.1,PHO,4.9,.041,6
,,1986,,,,Augusto Binelli,,40,,ATL,,,
1.8,Jacksonville University,1986,375,7720,20.6,Otis Smith,10.5,41,3.8,DEN,12.3,.076,6
,University of Kansas,1986,,,,Ron Kellogg,,42,,ATL,,,
0.5,University of Texas at El Paso,1986,275,3001,10.9,Dave Feitl,4.3,43,3.0,HOU,1.4,.022,5
1.9,Georgetown University,1986,740,13243,17.9,David Wingate,5.6,44,1.9,PHI,11.7,.042,15
1.0,Loyola Marymount University,1986,42,461,11.0,Keith Smith,3.3,45,0.8,MIL,0.0,-0.003,1
4.9,Iowa State University,1986,1077,33964,31.5,Jeff Hornacek,14.5,46,3.4,PHO,108.9,.154,14
2.2,Georgetown University,1986,89,888,10.0,Michael Jackson,2.1,47,0.8,NYK,-0.2,-0.011,3
0.2,Loyola Marymount University,1986,6,42,7.0,Forrest McKenzie,2.8,48,1.2,SAS,-0.2,-0.223,1
,University of Texas at El Paso,1986,,,,Juden Smith,,49,,POR,,,
1.5,"California State University, Fullerton",1986,22,235,10.7,Kevin Henderson,3.0,50,1.1,CLE,-0.2,-0.038,2
0.1,Bradley University,1986,21,102,4.9,Mike Williams,0.7,51,1.1,GSW,0.0,.012,1
2.9,George Mason University,1986,24,420,17.5,Ricky Wilson,5.2,52,1.1,CHI,0.3,.032,1
1.0,"University of California, Irvine",1986,191,4071,21.3,Tod Murphy,5.5,53,4.9,SEA,8.0,.095,5
0.0,Pepperdine University,1986,1,6,6.0,Dwayne Polee,2.0,54,0.0,LAC,0.0,-0.397,1
0.9,Old Dominion University,1986,494,9927,20.1,Kenny Gattison,7.9,55,4.7,PHO,16.9,.082,9
,Virginia Polytechnic Institute and State University,1986,,,,Keith Colbert,,56,,PHI,,,
2.1,University of Illinois at Urbana-Champaign,1986,8,98,12.3,Bruce Douglas,1.8,57,1.8,SAC,-0.2,-0.082,1
1.5,Duke University,1986,22,351,16.0,Dave Henderson,5.7,58,1.6,WSB,-0.4,-0.058,1
,Syracuse University,1986,,,,Wendell Alexis,,59,,GSW,,,
2.4,,1986,290,7669,26.4,Drazen Petrovic,15.4,60,2.3,POR,21.5,.134,4
0.3,University of Minnesota,1986,136,1505,11.1,John Shasky,3.8,61,2.8,UTA,2.5,.079,3
,University of Illinois at Urbana-Champaign,1986,,,,Anthony Welch,,62,,DAL,,,
,Rocky Mountain College,1986,,,,Bill Breeding,,63,,UTA,,,
,Louisiana State University,1986,,,,Don Redden,,64,,DEN,,,
0.6,University of Nebraska,1986,169,2401,14.2,Dave Hoppen,5.0,65,3.8,ATL,3.6,.072,6
1.8,University of Oklahoma,1986,461,8349,18.1,Anthony Bowie,6.4,66,2.2,HOU,12.3,.070,8
0.1,St. John's University,1986,7,16,2.3,Ron Rowan,1.7,67,0.1,PHI,0.0,.084,1
,University of Memphis,1986,,,,Baskerville Holmes,,68,,MIL,,,
3.1,University of Memphis,1986,170,2523,14.8,Andre Turner,4.5,69,1.5,LAL,1.8,.034,6
2.9,Bradley University,1986,321,4222,13.2,Jim Les,3.8,70,1.2,ATL,8.1,.092,7
,University of Kansas,1986,,,,Calvin Thompson,,71,,NYK,,,
,Louisiana State University,1986,,,,Derrick Taylor,,72,,IND,,,
,University of North Carolina,1986,,,,Warren Martin,,73,,CLE,,,
0.4,University of Illinois at Urbana-Champaign,1986,39,201,5.2,Scott Meents,1.8,74,1.0,CHI,0.1,.017,2
,University of Missouri,1986,,,,Dan Bingenheimer,,75,,GSW,,,
,Georgetown University,1986,,,,Michael Graham,,76,,SEA,,,
1.3,Pepperdine University,1986,91,1080,11.9,Grant Gondrezick,5.0,77,1.6,PHO,0.8,.036,2
,University of Texas at Austin,1986,,,,John Brownlee,,78,,LAC,,,
,Baylor University,1986,,,,Carlos Briggs,,79,,SAS,,,
,University of Houston,1986,,,,Alvin Franklin,,80,,SAC,,,
,University of North Carolina,1986,,,,Steve Hale,,81,,NJN,,,
,St. Bonaventure University,1986,,,,Barry Mungar,,82,,WSB,,,
,Florida State University,1986,,,,David Shaffer,,83,,POR,,,
,DePaul University,1986,,,,Marty Embry,,84,,UTA,,,
0.8,University of Arkansas at Little Rock,1986,8,22,2.8,Myron Jackson,1.4,85,0.4,DAL,0.0,-0.104,1
,Mississippi State University,1986,,,,Chauncey Robinson,,86,,DET,,,
,San Diego State University,1986,,,,Anthony Watson,,87,,DEN,,,
,University of Illinois at Urbana-Champaign,1986,,,,Efrem Winters,,88,,ATL,,,
1.1,"University of California, Santa Barbara",1986,93,756,8.1,Conner Henry,3.3,89,0.9,HOU,0.1,.007,2
,East Tennessee State University,1986,,,,Wes Stallings,,90,,PHI,,,
,Virginia Polytechnic Institute and State University,1986,,,,Bob Beecher,,91,,SAC,,,
,West Virginia University,1986,,,,Dale Blaney,,92,,LAL,,,
,Texas Tech University,1986,,,,Tony Benford,,93,,BOS,,,
,University of Alabama at Birmingham,1986,,,,Jerome Mincey,,94,,NYK,,,
0.3,University of Michigan,1986,4,42,10.5,Richard Rellford,4.0,95,1.8,IND,0.0,.048,1
,Gardner-Webb University,1986,,,,Ben Davis,,96,,CLE,,,
1.1,Cleveland State University,1986,46,386,8.4,Clinton Smith,2.9,97,1.3,GSW,0.3,.035,2
,Texas A&M University,1986,,,,Jimmy Gilbert,,98,,CHI,,,
2.0,Boston College,1986,13,124,9.5,Dominic Pressley,1.8,99,1.2,SEA,-0.2,-0.069,1
0.2,San Diego State University,1986,29,234,8.1,Steffond Johnson,2.6,100,1.5,LAC,-0.2,-0.037,1
,Carson-Newman College,1986,,,,Greg Spurling,,101,,PHO,,,
,University of Connecticut,1986,,,,Earl Kelley,,102,,SAS,,,
,Washington State University,1986,,,,Keith Morrison,,103,,SAC,,,
,University of Washington,1986,,,,Paul Fortier,,104,,WSB,,,
,University of Alabama at Birmingham,1986,,,,Archie Johnson,,105,,NJN,,,
,University of Oregon,1986,,,,Jerry Adams,,106,,POR,,,
,"California State University, Fullerton",1986,,,,Kerry Boagni,,107,,UTA,,,
,Duke University,1986,,,,Jay Bilas,,108,,DAL,,,
,Old Dominion University,1986,,,,Clarence Hanley,,109,,DET,,,
,Eastern Illinois University,1986,,,,Jon Collins,,110,,DEN,,,
,Virginia Commonwealth University,1986,,,,Nicky Jones,,111,,ATL,,,
,University of Iowa,1986,,,,Andre Banks,,112,,HOU,,,
,DePaul University,1986,,,,Kevin Holmes,,113,,PHI,,,
,Southwstern University,1986,,,,Bobby Deaton,,114,,MIL,,,
,University of Kentucky,1986,,,,Roger Harden,,115,,LAL,,,
,University of Dayton,1986,,,,Dave Colbert,,116,,BOS,,,
,University of Michigan,1986,,,,Butch Wade,,117,,NYK,,,
,University of Louisville,1986,,,,Jeff Hall,,118,,IND,,,
,New Mexico State University,1986,,,,Gilbert Wilburn,,119,,CLE,,,
2.1,University of Arkansas at Little Rock,1986,377,6039,16.0,Pete Myers,4.8,120,1.8,CHI,5.8,.046,9
,University of Alabama,1986,,,,Bobby Lee Hurt,,121,,GSW,,,
0.2,University of South Florida,1986,6,31,5.2,Curtis Kitchen,1.5,122,1.5,SEA,0.1,.217,1
,College of the Holy Cross,1986,,,,Jim McCaffrey,,123,,PHO,,,
1.1,University of Notre Dame,1986,280,3758,13.4,Tim Kempton,4.5,124,2.8,LAC,3.3,.042,8
,Southern Methodist University,1986,,,,Kevin Lewis,,125,,SAS,,,
,"University of Nevada, Las Vegas",1986,,,,John Flowers,,126,,SAC,,,
,George Washington University,1986,,,,Troy Webster,,127,,NJN,,,
,Sam Houston State University,1986,,,,Lorenzo Duncan,,128,,WSB,,,
,Montana State University,1986,,,,Tony Hampton,,129,,POR,,,
,Villanova University,1986,,,,Chuck Everson,,130,,UTA,,,
,Lamar University,1986,,,,Greg Anderson,,131,,DAL,,,
,Utah State University,1986,,,,Greg Grant,,132,,DET,,,
0.9,Pepperdine University,1986,147,1640,11.2,Anthony Frederick,4.9,133,1.9,DEN,0.7,.019,3
2.2,,1986,149,2453,16.5,Alexander Volkov,6.8,134,2.6,ATL,4.5,.087,2
,Myers University,1986,,,,Robert Worthy,,135,,HOU,,,
,Seton Hall University,1986,,,,Andre McCloud,,136,,PHI,,,
,Lipscomb University,1986,,,,John Kimbrell,,137,,MIL,,,
,Marquette University,1986,,,,Walter Downing,,138,,LAL,,,
,University of Detroit Mercy,1986,,,,Greg Wendt,,139,,BOS,,,
,University of South Carolina,1986,,,,Duane Kendall,,140,,NYK,,,
,Oregon State University,1986,,,,Steve Woodside,,141,,IND,,,
,Georgetown University,1986,,,,Ralph Dalton,,142,,CLE,,,
,Santa Clara University,1986,,,,Steve Kenilvort,,143,,GSW,,,
,University of Michigan,1986,,,,Robert Henderson,,144,,CHI,,,
,Clemson University,1986,,,,Glen McCants,,145,,SEA,,,
,University of New Mexico,1986,,,,Johnny Brown,,146,,LAC,,,
,University of Dayton,1986,,,,Damon Goodwin,,147,,PHO,,,
,University of Texas-Pan American,1986,,,,Michael Anderson,,148,,SAS,,,
,Southeast Missouri State University,1986,,,,Ron Rankin,,149,,SAC,,,
,University of Notre Dame,1986,,,,Joe Price,,150,,WSB,,,
,University of Notre Dame,1986,,,,Jim Dolan,,151,,NJN,,,
,Linfield College,1986,,,,Randy Schiff,,152,,POR,,,
,University of Hartford,1986,,,,Mark Mitchell,,153,,UTA,,,
,Middle Tennessee State University,1986,,,,Kim Cooksey,,154,,DAL,,,
,Michigan State University,1986,,,,Larry Polec,,155,,DET,,,
,McNeese State University,1986,,,,Mike Marshall,,156,,DEN,,,
,,1986,,,,Valerie Tikhonenko,,157,,ATL,,,
,University of Wisconsin,1986,,,,Rick Olson,,158,,HOU,,,
,Ball State University,1986,,,,Dan Palombizio,,159,,PHI,,,
,University of Missouri,1986,,,,Jeff Strong,,160,,MIL,,,
,Mississippi Valley State University,1986,,,,Mark Coleman,,161,,LAL,,,
,Boston University,1986,,,,Tom Ivey,,162,,BOS,,,
2.5,United States Naval Academy,1987,987,34271,34.7,David Robinson,21.1,1,10.6,SAS,178.7,.250,14
1.2,"University of Nevada, Las Vegas",1987,929,26421,28.4,Armen Gilliam,13.7,2,6.9,PHO,58.1,.106,13
1.6,Ohio State University,1987,334,7509,22.5,Dennis Hopson,10.9,3,2.8,NJN,7.1,.046,5
2.5,Georgetown University,1987,599,16013,26.7,Reggie Williams,12.5,4,4.0,LAC,26.0,.078,10
5.2,University of Central Arkansas,1987,1178,41069,34.9,Scottie Pippen,16.1,5,6.4,SEA,125.1,.146,17
5.5,University of North Carolina,1987,737,22213,30.1,Kenny Smith,12.8,6,2.0,SAC,46.8,.101,10
9.1,University of California,1987,735,25061,34.1,Kevin Johnson,17.9,7,3.3,CLE,92.8,.178,12
0.7,University of Virginia,1987,1058,24884,23.5,Olden Polynice,7.8,8,6.7,CHI,46.8,.090,15
2.4,University of Alabama,1987,937,27229,29.1,Derrick McKey,11.0,9,4.7,SEA,61.8,.109,15
2.2,Clemson University,1987,1165,38621,33.2,Horace Grant,11.2,10,8.1,CHI,118.2,.147,17
3.0,"University of California, Los Angeles",1987,1389,47619,34.3,Reggie Miller,18.2,11,3.0,IND,174.4,.176,18
7.6,Wake Forest University,1987,889,25429,28.6,Muggsy Bogues,7.7,12,2.6,WSB,54.0,.102,14
1.0,University of North Carolina,1987,592,9636,16.3,Joe Wolf,4.2,13,3.3,LAC,3.5,.017,11
1.0,Western Kentucky University,1987,264,4703,17.8,Tellis Frank,6.5,14,3.9,GSW,4.0,.041,5
0.3,Oregon State University,1987,64,391,6.1,Jose Ortiz,2.9,15,1.1,UTA,0.0,.002,2
0.4,University of Washington,1987,109,1173,10.8,Chris Welp,3.3,16,2.4,PHI,1.0,.042,3
0.3,Jacksonville University,1987,18,89,4.9,Ronnie Murphy,2.0,17,0.6,POR,-0.2,-0.130,1
8.0,St. John's University,1987,1296,39121,30.2,Mark Jackson,9.6,18,3.8,NYK,91.8,.113,17
2.1,University of Illinois at Urbana-Champaign,1987,646,18992,29.4,Ken Norman,13.5,19,6.1,LAC,27.1,.069,10
0.8,University of Alabama,1987,136,1454,10.7,Jim Farmer,5.3,20,1.4,DAL,0.7,.024,5
0.7,DePaul University,1987,142,2241,15.8,Dallas Comegys,6.0,21,3.2,ATL,1.1,.024,2
2.6,Northeastern University,1987,450,14676,32.6,Reggie Lewis,17.6,22,4.3,BOS,38.9,.127,6
0.6,University of Houston,1987,680,14040,20.6,Greg Anderson,7.3,23,6.2,SAS,18.7,.064,10
,"University of Nevada, Las Vegas",1987,,,,Fred Banks,,24,,DET,,,
0.1,West Virginia State University,1987,14,59,4.2,Ron Moore,1.7,25,0.6,NYK,-0.1,-0.074,1
1.0,Indiana University,1987,169,1641,9.7,Steve Alford,4.4,26,0.9,DAL,3.2,.093,4
1.8,Temple University,1987,10,112,11.2,Nate Blackwell,3.7,27,0.6,SAS,-0.1,-0.045,1
0.3,University of Houston,1987,7,45,6.4,Rickie Winslow,1.0,28,1.0,CHI,-0.2,-0.165,1
,Jackson State University,1987,,,,Lester Fonville,,29,,POR,,,
0.2,Louisiana State University,1987,15,54,3.6,Nikita Wilson,1.3,30,0.7,POR,-0.1,-0.099,1
0.6,Loyola University of Chicago,1987,10,50,5.0,Andre Moore,2.4,31,1.4,DEN,0.0,-0.013,1
0.6,Morehead State University,1987,178,2385,13.4,Bob McCann,4.2,32,2.6,MIL,2.0,.041,5
1.2,University of Tennessee,1987,49,581,11.9,Tony White,5.3,33,0.6,CHI,-0.3,-0.025,1
0.6,University of North Carolina at Wilmington,1987,82,1092,13.3,Brian Rowsom,5.6,34,3.3,IND,2.4,.107,3
0.4,Purdue University,1987,73,415,5.7,Doug Lee,2.3,35,0.6,HOU,0.7,.086,3
2.1,Middle Tennessee State University,1987,19,184,9.7,Duane Washington,2.8,36,1.3,WSB,0.4,.092,2
,University of Southern California,1987,,,,Derrick Dowell,,37,,WSB,,,
0.4,Kansas State University,1987,29,431,14.9,Norris Coleman,5.3,38,2.8,LAC,-0.4,-0.046,1
2.2,University of Memphis,1987,467,9361,20.0,Vincent Askew,7.1,39,2.5,PHI,22.1,.113,9
4.7,Missouri State University,1987,511,13391,26.2,Winston Garland,9.4,40,2.8,MIL,14.2,.051,7
0.0,Western Kentucky University,1987,4,12,3.0,Kannard Johnson,0.5,41,0.0,CLE,-0.1,-0.238,1
,Wagner College,1987,,,,Terence Bailey,,42,,ATL,,,
,University of Virginia,1987,,,,Andrew Kennedy,,43,,PHI,,,
,University of Alabama,1987,,,,Terry Coner,,44,,ATL,,,
1.1,University of Iowa,1987,656,10378,15.8,Brad Lohaus,5.9,45,2.8,BOS,15.2,.070,11
,Georgia Institute of Technology,1987,,,,Bruce Dalrymple,,46,,PHO,,,
,University of Oklahoma,1987,,,,Tim McCalister,,47,,LAC,,,
0.3,Virginia Union University,1987,9,91,10.1,Jamie Waller,4.7,48,1.4,NJN,-0.2,-0.097,1
,McNeese State University,1987,,,,Jerome Batiste,,49,,NYK,,,
0.4,University of Washington,1987,8,58,7.3,Phil Zevenbergen,3.8,50,1.6,SAS,0.0,.041,1
,University of Oregon,1987,,,,Sven Myer,,51,,SAC,,,
1.0,University of Notre Dame,1987,504,8442,16.8,Donald Royal,6.3,52,2.8,CLE,19.1,.109,8
0.5,Texas A&M University,1987,31,264,8.5,Winston Crite,2.8,53,2.1,PHO,0.1,.012,2
,Iowa State University,1987,,,,Tom Schafer,,54,,DEN,,,
,Duke University,1987,,,,Tommy Amaker,,55,,SEA,,,
,Millersville University of Pennsylvania,1987,,,,John Fox,,56,,CHI,,,
,University of Alaska Anchorage,1987,,,,Hansi Gnad,,57,,PHI,,,
0.1,Michigan State University,1987,11,28,2.5,Darryl Johnson,1.1,58,0.2,GSW,0.0,.010,1
,Jacksonville University,1987,,,,Danny Pearson,,59,,WSB,,,
,Columbia University,1987,,,,Sean Couch,,60,,IND,,,
,Western Kentucky University,1987,,,,Clarence Martin,,61,,UTA,,,
,Rutgers University,1987,,,,Eric Riggins,,62,,PHI,,,
2.0,University of Iowa,1987,649,14508,22.4,Kevin Gamble,9.5,63,2.2,POR,33.3,.110,10
,University of Wisconsin,1987,,,,J. J. Weber,,64,,MIL,,,
0.5,Pepperdine University,1987,55,788,14.3,Eric White,6.1,65,2.4,DET,1.3,.079,2
,University of Texas at El Paso,1987,,,,Mike Richmond,,66,,DAL,,,
,,1987,,,,Song Tao,,67,,ATL,,,
2.0,Providence College,1987,44,364,8.3,Billy Donovan,2.4,68,0.6,UTA,-0.1,-0.009,1
,St. John's University,1987,,,,Willie Glass,,69,,LAL,,,
,University of Virginia,1987,,,,Tom Sheehey,,70,,BOS,,,
,Drake University,1987,,,,Mike Morgan,,71,,NYK,,,
,University of Florida,1987,,,,Andrew Moten,,72,,NJN,,,
,Pikeville College,1987,,,,Todd May,,73,,SAS,,,
0.9,Niagara University,1987,9,85,9.4,Joe Arlauckas,3.8,74,1.4,SAC,-0.1,-0.045,1
0.4,Yale University,1987,886,16321,18.4,Chris Dudley,3.9,75,6.2,CLE,26.2,.077,16
,Arizona State University,1987,,,,Steve Beck,,76,,PHO,,,
,Marquette University,1987,,,,David Boone,,77,,DEN,,,
,University of Tampa,1987,,,,Todd Linder,,78,,SEA,,,
0.2,"University of California, Los Angeles",1987,341,3288,9.6,Jack Haley,3.5,79,2.7,CHI,2.9,.042,9
,Texas Christian University,1987,,,,Carven Holcomb,,80,,CLE,,,
,University of San Diego,1987,,,,Scott Thompson,,81,,WSB,,,
,Lewis University,1987,,,,Joe Niego,,82,,HOU,,,
,North Carolina State University,1987,,,,Benny Bolton,,83,,GSW,,,
,Alabama State University,1987,,,,Reuben Holmes,,84,,UTA,,,
,University of Tulsa,1987,,,,Brian Rahilly,,85,,PHI,,,
,Florida State University,1987,,,,Norwood Barber,,86,,POR,,,
,Austin Peay State University,1987,,,,Darryl Bedford,,87,,MIL,,,
0.3,University of North Carolina,1987,41,196,4.8,Dave Popson,1.9,88,1.1,DET,-0.1,-0.033,3
,University of Oklahoma,1987,,,,David Johnson,,89,,DAL,,,
,,1987,,,,Theofanis Christodoulou,,90,,ATL,,,
,University of Oklahoma,1987,,,,Darryl Kennedy,,91,,BOS,,,
,Norfolk State University,1987,,,,Ralph Tally,,92,,LAL,,,
,University of Georgia,1987,,,,Chad Kessler,,93,,LAC,,,
,University of Kentucky,1987,,,,James Blackmon,,94,,NJN,,,
,Vanderbilt University,1987,,,,Glenn Clem,,95,,NYK,,,
,University of Georgia,1987,,,,Dennis Williams,,96,,SAS,,,
,Michigan State University,1987,,,,Vernon Carr,,97,,SAC,,,
,Texas Christian University,1987,,,,Carl Lott,,98,,CLE,,,
,University of the Pacific,1987,,,,Brent Counts,,99,,PHO,,,
0.6,University of New Orleans,1987,105,872,8.3,Ron Grandison,2.4,100,1.6,DEN,1.2,.064,4
,Clemson University,1987,,,,Michael Tait,,101,,SEA,,,
